"","ID","name","latitude","longitude","prov"
"236",236,"Leptasthenura setaria (Temminck, 1824)",-26.62862,-54.124992,"gbif"
"237",237,"Leptasthenura setaria (Temminck, 1824)",-22.731205,-45.5957,"gbif"
"238",238,"Leptasthenura setaria (Temminck, 1824)",-26.22401,-52.031147,"gbif"
"239",239,"Leptasthenura setaria (Temminck, 1824)",-25.522033,-49.370393,"gbif"
"240",240,"Leptasthenura setaria (Temminck, 1824)",-25.289174,-49.173119,"gbif"
"241",241,"Leptasthenura setaria (Temminck, 1824)",-25.561188,-50.21143,"gbif"
"242",242,"Leptasthenura setaria (Temminck, 1824)",-27.924501,-49.8566,"gbif"
"243",243,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"244",244,"Leptasthenura setaria (Temminck, 1824)",-25.561188,-50.21143,"gbif"
"245",245,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"246",246,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"247",247,"Leptasthenura setaria (Temminck, 1824)",-26.233564,-50.290108,"gbif"
"248",248,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"249",249,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"250",250,"Leptasthenura setaria (Temminck, 1824)",-26.233564,-50.290108,"gbif"
"251",251,"Leptasthenura setaria (Temminck, 1824)",-26.282742,-49.286407,"gbif"
"252",252,"Leptasthenura setaria (Temminck, 1824)",-24.102978,-52.315624,"gbif"
"253",253,"Leptasthenura setaria (Temminck, 1824)",-28.011583,-49.832825,"gbif"
"254",254,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"255",255,"Leptasthenura setaria (Temminck, 1824)",-22.684746,-45.65568,"gbif"
"256",256,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"257",257,"Leptasthenura setaria (Temminck, 1824)",-28.011583,-49.832825,"gbif"
"258",258,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"259",259,"Leptasthenura setaria (Temminck, 1824)",-24.91047,-50.42492,"gbif"
"260",260,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"261",261,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"262",262,"Leptasthenura setaria (Temminck, 1824)",-27.957304,-49.931976,"gbif"
"263",263,"Leptasthenura setaria (Temminck, 1824)",-26.233564,-50.290108,"gbif"
"264",264,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"265",265,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"266",266,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"267",267,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"268",268,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"269",269,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"270",270,"Leptasthenura setaria (Temminck, 1824)",-26.632334,-54.102165,"gbif"
"271",271,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"272",272,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"273",273,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"274",274,"Leptasthenura setaria (Temminck, 1824)",-26.536896,-51.606956,"gbif"
"275",275,"Leptasthenura setaria (Temminck, 1824)",-26.632334,-54.102165,"gbif"
"276",276,"Leptasthenura setaria (Temminck, 1824)",-28.00556,-49.820198,"gbif"
"277",277,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"278",278,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"279",279,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"280",280,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"281",281,"Leptasthenura setaria (Temminck, 1824)",-26.245298,-49.36958,"gbif"
"282",282,"Leptasthenura setaria (Temminck, 1824)",-22.684746,-45.65568,"gbif"
"283",283,"Leptasthenura setaria (Temminck, 1824)",-26.520718,-53.981667,"gbif"
"284",284,"Leptasthenura setaria (Temminck, 1824)",-26.86841,-54.2171,"gbif"
"285",285,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"286",286,"Leptasthenura setaria (Temminck, 1824)",-23.182808,-44.973316,"gbif"
"287",287,"Leptasthenura setaria (Temminck, 1824)",-27.957304,-49.931976,"gbif"
"288",288,"Leptasthenura setaria (Temminck, 1824)",-23.296982,-45.20191,"gbif"
"289",289,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
"290",290,"Leptasthenura setaria (Temminck, 1824)",-25.940033,-52.1733,"gbif"
"291",291,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"292",292,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"293",293,"Leptasthenura setaria (Temminck, 1824)",-27.791883,-49.950207,"gbif"
"294",294,"Leptasthenura setaria (Temminck, 1824)",-26.528093,-53.97369,"gbif"
"295",295,"Leptasthenura setaria (Temminck, 1824)",-26.86841,-54.2171,"gbif"
"296",296,"Leptasthenura setaria (Temminck, 1824)",-26.627354,-53.897385,"gbif"
"297",297,"Leptasthenura setaria (Temminck, 1824)",-29.319885,-50.50345,"gbif"
"298",298,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"299",299,"Leptasthenura setaria (Temminck, 1824)",-26.173517,-49.89256,"gbif"
"300",300,"Leptasthenura setaria (Temminck, 1824)",-26.233564,-50.290108,"gbif"
"301",301,"Leptasthenura setaria (Temminck, 1824)",-22.684746,-45.65568,"gbif"
"302",302,"Leptasthenura setaria (Temminck, 1824)",-23.155016,-44.92196,"gbif"
"303",303,"Leptasthenura setaria (Temminck, 1824)",-27.931288,-49.83331,"gbif"
"304",304,"Leptasthenura setaria (Temminck, 1824)",-26.632334,-54.102165,"gbif"
"305",305,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"306",306,"Leptasthenura setaria (Temminck, 1824)",-27.95543,-49.87676,"gbif"
"307",307,"Leptasthenura setaria (Temminck, 1824)",-29.458334,-50.581112,"gbif"
"308",308,"Leptasthenura setaria (Temminck, 1824)",-26.233564,-50.290108,"gbif"
"309",309,"Leptasthenura setaria (Temminck, 1824)",-27.951292,-49.93415,"gbif"
